stop_id,stop_name,stop_desc,stop_lat,stop_lon,stop_street,stop_city,stop_region,stop_postcode,stop_country,zone_id,wheelchair_boarding,stop_url
10026,"75th St E & Cloman Way","Near side W",  44.840813, -93.032272,"75th St E",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10026
10028,"75th St E & Clayton Ave","Near side W",  44.840824, -93.034485,"75th St E",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10028
10029,"Clayton Ave & 76th St E","Near side S",  44.839954, -93.034691,"Clayton Ave",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10029
10030,"Clayton Ave & 77th St E","Across from S",  44.838017, -93.034637,"Clayton Ave",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10030
10031,"Clayton Ave & 78th St E","Near side S",  44.837265, -93.034660,"Clayton Ave",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10031
10032,"78th St E & Charles Way","Across from W",  44.837231, -93.036423,"78th St E",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10032
10034,"78th St E & Rolling Meadows Apts","Near side W",  44.837215, -93.037811,"78th St E",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10034
10035,"78th St E & Chandler / Cahill","Mid block W",  44.836536, -93.040230,"78th St E",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10035
10036,"78th St E & Cahill Ave","Near side W",  44.836380, -93.042175,"78th St E",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10036
10037,"Fillmore Ave E & Robert St","Far side E",  44.941360, -93.084770,"Fillmore Ave E",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10037
10039,"Fillmore Ave E & State St","Near side E",  44.943260, -93.080284,"Fillmore Ave E",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10039
1004,"50th St W & Queen Ave S","Near side E",  44.912319, -93.310097,"50th St W",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1004
10040,"Fillmore Ave E & Lafayette Rd W","Near side E",  44.943615, -93.078377,"Fillmore Ave E",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10040
10041,"Fillmore Ave E & Lafayette Rd E","Near side E",  44.943825, -93.077141,"Fillmore Ave E",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10041
10042,"Fillmore Ave E & Ridder Circle","Near side S",  44.943485, -93.073944,"Fillmore Ave E",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10042
10044,"Plato Blvd & Chester St","Far side W",  44.941021, -93.073296,"Plato Blvd",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10044
10045,"Plato Blvd & State St","Near side W",  44.939499, -93.077995,"Plato Blvd",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10045
10046,"Plato Blvd & Eva St","Near side W",  44.939186, -93.080284,"Plato Blvd",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10046
10048,"Cesar Chavez & Ada St","Across from E",  44.929482, -93.076958,"Cesar Chavez",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10048
1005,"50th St W & Penn Ave S","Far side E",  44.912308, -93.308220,"50th St W",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1005
10050,"Cesar Chavez & Bancroft Ave","Across from S",  44.928429, -93.073357,"Cesar Chavez",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10050
10052,"Concord St & Kansas St","Near side S",  44.926025, -93.067108,"Concord St",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10052
10053,"Concord St & Page St","Near side S",  44.924904, -93.065247,"Concord St",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10053
10054,"Concord St & Curtice St","Near side S",  44.923122, -93.063301,"Concord St",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10054
10055,"Concord St & Belvidere St","Near side S",  44.922215, -93.062561,"Concord St",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10055
10057,"Concord St & Annapolis St","Near side S",  44.919609, -93.059837,"Concord St",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10057
10058,"Concord St N & Bircher Ave","Near side S",  44.918228, -93.058571,"Concord St N",SOUTH SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10058
10059,"Concord St N & Stanley Ave","Far side S",  44.915997, -93.056503,"Concord St N",SOUTH SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10059
10060,"Concord St N & Butler Ave","Far side S",  44.914188, -93.054771,"Concord St N",SOUTH SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10060
10061,"Concord St N & #1180 - Marathon","Across from S",  44.908710, -93.050133,"Concord St N",SOUTH SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10061
10062,"Concord St N & Bryant Ave N","Near side S",  44.905800, -93.047012,"Concord St N",SOUTH SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10062
10064,"Concord St N & #522","Across from S",  44.900528, -93.040871,"Concord St N",SOUTH SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10064
10065,"Concord St N & Wentworth Ave","Far side S",  44.898586, -93.039001,"Concord St N",SOUTH SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10065
10066,"Concord Exchange & Grand Ave","Far side S",  44.892620, -93.034966,"Concord Exchange",SOUTH SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10066
10067,"Concord Exchange & Veterans Memorial Dr","Near side S",  44.891369, -93.034454,"Concord Exchange",SOUTH SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10067
10068,"Concord Exchange & #144","Near side S",  44.889153, -93.033882,"Concord Exchange",SOUTH SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10068
10069,"Concord Exchange & Camber Ave","Near side S",  44.887306, -93.033409,"Concord Exchange",SOUTH SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10069
1007,"50th St W & Newton Ave S","Near side E",  44.912304, -93.306267,"50th St W",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1007
10070,"Concord Exchange & Armour Ave","Across from S",  44.884766, -93.032555,"Concord Exchange",SOUTH SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10070
10071,"Concord Exchange & Concord St","Near side E",  44.881641, -93.032089,"Concord Exchange",SOUTH SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10071
10072,"Concord St & Armour Ave","Near side S",  44.884800, -93.032372,"Concord St",SOUTH SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10072
10074,"Concord St S & Dale Place","Near side S",  44.873081, -93.029106,"Concord St S",SOUTH SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10074
10076,"Concord St S & Poplar St E","Far side S",  44.866066, -93.024307,"Concord St S",SOUTH SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10076
10078,"Concord Blvd & Linden St","Near side S",  44.864159, -93.023369,"Concord Blvd",SOUTH SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10078
10079,"Concord Blvd & Dawn Way E","Near side S",  44.862751, -93.022697,"Concord Blvd",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10079
10080,"Dawn Way & 61st St E","Near side S",  44.860394, -93.025665,"Dawn Way",SOUTH SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10080
10081,"Dawn Way & 63rd St E","Near side S",  44.858871, -93.025322,"Dawn Way",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10081
10082,"Dawn Way & 64th St E","Near side S",  44.857098, -93.025330,"Dawn Way",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10082
10083,"Dawn Way & 65th St E","Near side S",  44.855297, -93.025322,"Dawn Way",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10083
10084,"Dawn Way & 66th St E","Near side S",  44.853481, -93.025330,"Dawn Way",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10084
10085,"Dawn Way & 67th St E","Near side S",  44.852715, -93.025169,"Dawn Way",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10085
10086,"Dawn Ave & 69th St E","Near side S",  44.849880, -93.024612,"Dawn Ave",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10086
10087,"Dawn Ave & 70th St E","Near side S",  44.848190, -93.024582,"Dawn Ave",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10087
10088,"Dawn Ave E & 71st St E","Near side S",  44.846279, -93.024544,"Dawn Ave E",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10088
1009,"50th St W & Logan Ave S","Near side E",  44.912296, -93.303711,"50th St W",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1009
10090,"Dawn Ave E & 72nd St E","Near side S",  44.844479, -93.024551,"Dawn Ave E",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10090
10095,"Dawn Ave & 76th Way E","Near side S",  44.839218, -93.024483,"Dawn Ave",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10095
10096,"Dawn Ave & 77th St E","Near side S",  44.838097, -93.024490,"Dawn Ave",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10096
10097,"Dawn Ave & 78th St E","Near side S",  44.837280, -93.024445,"Dawn Ave",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10097
10098,"Dawn Ave & Corey Path","Far side S",  44.836075, -93.024727,"Dawn Ave",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10098
10099,"Dawn Ave & 79th St E","Far side S",  44.835403, -93.025108,"Dawn Ave",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10099
101,"50th St W & Lyndale Ave S","Near side E",  44.912258, -93.288383,"50th St W",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=101
10100,"Dawn Ave & 80th St E","Near side S",  44.833687, -93.025108,"Dawn Ave",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10100
10101,"80th St E & Corey Path","Near side W",  44.833649, -93.026230,"80th St E",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10101
10103,"80th St E & Cooper Ave E","Near side W",  44.833637, -93.029617,"80th St E",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10103
10106,"80th St E & Clayton Ave","Near side W",  44.833641, -93.033791,"80th St E",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10106
10108,"80th St E & Cahill Plaza","Near side W",  44.834267, -93.041832,"80th St E",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10108
1011,"50th St W & Minnehaha Pkwy","Near side E",  44.912281, -93.298111,"50th St W",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1011
10116,"College Trail & Blaine Ave","Near side W",  44.827194, -93.050346,"College Trail",INVER GROVE HEIGHTS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10116
10119,"St Clair Ave & Stairs to Grotto","Near side W",  44.934174, -93.131187,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10119
1012,"50th St W & James Ave S","Near side E",  44.912296, -93.301155,"50th St W",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1012
10120,"St Clair Ave & Avon St","Near side W",  44.934177, -93.133690,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10120
10121,"St Clair Ave & Victoria St","Near side W",  44.934185, -93.136246,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10121
10123,"St Clair Ave & Milton St","Near side W",  44.934212, -93.138771,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10123
10124,"St Clair Ave & Chatsworth St","Near side W",  44.934219, -93.141319,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10124
10126,"St Clair Ave & Oxford St","Near side W",  44.934216, -93.143883,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10126
10127,"St Clair Ave & Lexington Pkwy","Near side W",  44.934227, -93.146446,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10127
10129,"St Clair Ave & Dunlap St","Near side W",  44.934235, -93.149010,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10129
10130,"St Clair Ave & Griggs St","Near side W",  44.934246, -93.151581,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10130
10131,"St Clair Ave & Syndicate St","Near side W",  44.934258, -93.154144,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10131
10133,"St Clair Ave & Hamline Ave","Near side W",  44.934265, -93.156715,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10133
10134,"St Clair Ave & Albert St","Near side W",  44.934277, -93.159218,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10134
10135,"St Clair Ave & Pascal St","Near side W",  44.934288, -93.161804,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10135
10137,"St Clair Ave & Saratoga St","Near side W",  44.934296, -93.164360,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10137
10138,"St Clair Ave & Snelling Ave","Near side W",  44.934307, -93.166901,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10138
10139,"St Clair Ave & Macalester St","Near side W",  44.934330, -93.169495,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10139
1014,"50th St W & Fremont Ave S","Near side E",  44.912273, -93.296051,"50th St W",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1014
10140,"St Clair Ave & Vernon St","Near side W",  44.934341, -93.170937,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10140
10143,"St Clair Ave & Wheeler St","Near side W",  44.934349, -93.175026,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10143
10144,"St Clair Ave & Fairview Ave","Near side W",  44.934357, -93.177071,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10144
10145,"St Clair Ave & Howell St","Near side W",  44.934372, -93.179642,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10145
10146,"St Clair Ave & Prior Ave","Near side W",  44.934402, -93.182175,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10146
10147,"St Clair Ave & Kenneth St","Across from W",  44.934399, -93.185081,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10147
10148,"St Clair Ave & Cleveland Ave","Near side W",  44.934410, -93.187271,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10148
10149,"St Clair Ave & Kenneth St","Near side E",  44.934296, -93.184975,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10149
10150,"St Clair Ave & Prior Ave","Near side E",  44.934299, -93.182434,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10150
10151,"St Clair Ave & Howell St","Near side E",  44.934258, -93.179047,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10151
10152,"St Clair Ave & Fairview Ave","Near side E",  44.934250, -93.177330,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10152
10153,"St Clair Ave & Wheeler St","Near side E",  44.934250, -93.174782,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10153
10155,"St Clair Ave & Davern St","Near side E",  44.934246, -93.172241,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10155
10156,"St Clair Ave & Macalester St","Near side E",  44.934227, -93.169724,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10156
10157,"St Clair Ave & Snelling Ave","Near side E",  44.934204, -93.167152,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10157
10159,"St Clair Ave & Saratoga St","Near side E",  44.934193, -93.164619,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10159
1016,"50th St W & Dupont Ave S","Near side E",  44.912266, -93.293480,"50th St W",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1016
10161,"St Clair Ave & Pascal St","Near side E",  44.934181, -93.162056,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10161
10162,"St Clair Ave & Albert St","Near side E",  44.934174, -93.159515,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10162
10163,"St Clair Ave & Hamline Ave","Near side E",  44.934162, -93.156967,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10163
10165,"St Clair Ave & Syndicate St","Near side E",  44.934151, -93.154404,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10165
10166,"St Clair Ave & Griggs St","Near side E",  44.934143, -93.151878,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10166
10168,"St Clair Ave & Dunlap St","Across from E",  44.934132, -93.149261,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10168
10170,"St Clair Ave & Lexington Pkwy","Near side E",  44.934120, -93.146706,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10170
10172,"St Clair Ave & Benhill Rd","Near side E",  44.934105, -93.143051,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10172
10174,"St Clair Ave & Milton St","Near side E",  44.934105, -93.139053,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10174
10176,"St Clair Ave & Victoria St","Across from E",  44.934086, -93.136520,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10176
10177,"St Clair Ave & Avon St","Across from E",  44.934074, -93.133942,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10177
10178,"St Clair Ave & Stairs to Grotto","Across from E",  44.934067, -93.131332,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10178
1018,"Penn Ave S & 50th St W","Far side S",  44.912197, -93.308784,"Penn Ave S",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1018
10180,"St Clair Ave & Pleasant Ave","Near side W",  44.934185, -93.128265,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10180
10186,"St Clair Ave & Osceola Ave","Far side E",  44.934074, -93.125443,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10186
10187,"St Clair Ave & Oneida St","Near side E",  44.934078, -93.123360,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10187
10189,"St Clair Ave & Duke St","Near side E",  44.934082, -93.120926,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10189
1019,"Penn Ave S & 51st St W","Near side S",  44.910645, -93.308754,"Penn Ave S",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1019
10190,"St Clair Ave & Colborne St","Near side E",  44.934082, -93.119720,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10190
10191,"St Clair Ave & 7th St W","Near side E",  44.934082, -93.117691,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10191
10193,"St Clair Ave & Colborne St","Near side W",  44.934181, -93.119682,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10193
10194,"St Clair Ave & Duke St","Near side W",  44.934185, -93.120956,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10194
10196,"St Clair Ave & Oneida St","Near side W",  44.934181, -93.123077,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10196
10197,"St Clair Ave & Osceola Ave","Near side W",  44.934177, -93.125565,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10197
10199,"St Clair Ave & Finn St","Near side W",  44.934399, -93.189796,"St Clair Ave",SAINT PAUL,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10199
102,"Lyndale Ave S & Franklin Ave W","Near side S",  44.962784, -93.288109,"Lyndale Ave S",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=102
1020,"Penn Ave S & 52nd St W","Near side S",  44.908825, -93.308754,"Penn Ave S",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1020
